foodname,portiondesc,Protein,Total Fat,Carbohydrate,Total Sugar,Dietary Fiber,Saturated Fat,Calcium,Sodium
"Pineapple, cooked or canned, in heavy syrup",slice or ring with liquid,0.17,0.05,9.90,8.28,0.39,0.00,6.86,0.49
"Pineapple, cooked or canned, in light syrup","cup, crushed, sliced, or chunks",0.91,0.30,33.89,31.88,2.02,0.02,35.28,2.52
"Pineapple, cooked or canned, in light syrup",chunk with liquid,0.03,0.01,1.26,1.19,0.08,0.00,1.32,0.09
"Pineapple, cooked or canned, in light syrup",slice or ring with liquid,0.17,0.06,6.46,6.07,0.38,0.00,6.72,0.48
"Pineapple, cooked or canned, drained solids",chunk,0.03,0.01,1.06,0.97,0.09,0.00,1.09,0.07
"Pineapple, cooked or canned, drained solids",spear,0.13,0.03,4.05,3.71,0.34,0.00,4.16,0.26
"Pineapple, cooked or canned, drained solids",slice or ring,0.18,0.04,5.45,4.99,0.46,0.00,5.60,0.35
"Pineapple, cooked or canned, juice pack",chunk with liquid,0.04,0.01,1.48,1.36,0.08,0.00,1.32,0.09
"Pineapple, cooked or canned, juice pack",slice or ring with liquid,0.20,0.04,7.38,6.79,0.38,0.00,6.58,0.47
"Plum, raw","plum (2-1/8"" across)",0.46,0.18,7.54,6.55,0.92,0.01,3.96,0.00
"Plum, cooked or canned, unsweetened","cup, pitted",0.97,0.02,27.46,25.15,2.24,0.00,17.43,2.49
"Plum, cooked or canned, unsweetened",plum with liquid,0.18,0.00,5.07,4.65,0.41,0.00,3.22,0.46
"Plum, cooked or canned, in heavy syrup",cup,0.93,0.26,59.96,57.56,2.32,0.02,23.22,49.02
"Plum, cooked or canned, in heavy syrup",plum with liquid,0.17,0.05,10.69,10.26,0.41,0.00,4.14,8.74
"Plum, cooked or canned, in light syrup",cup,0.93,0.25,41.03,38.68,2.27,0.02,22.68,50.40
"Plum, cooked or canned, in light syrup",plum with liquid,0.17,0.05,7.49,7.06,0.41,0.00,4.14,9.20
"Plum, cooked or canned, drained solids",cup,0.81,0.26,42.31,39.49,2.75,0.02,18.30,34.77
"Plum, cooked or canned, drained solids",plum,0.14,0.04,7.17,6.69,0.47,0.00,3.10,5.89
"Plum, cooked or canned, juice pack",cup,1.29,0.05,38.18,35.83,2.27,0.01,25.20,2.52
"Plum, cooked or canned, juice pack",plum with liquid,0.23,0.01,6.97,6.54,0.41,0.00,4.60,0.46
"Plum, pickled",plum,0.13,0.05,8.62,8.30,0.28,0.00,1.68,0.28
"Pomegranate, raw","pomegranate (3-3/8"" across)",2.57,1.80,28.80,21.05,6.16,0.18,15.40,4.62
"Rhubarb, raw",cup,1.10,0.24,5.54,1.34,2.20,0.06,104.92,4.88
"Rhubarb, cooked or canned, unsweetened",cup,2.16,0.48,10.90,2.64,4.32,0.13,196.79,9.60
"Rhubarb, cooked or canned, in heavy syrup",cup,0.94,0.12,74.88,68.88,4.80,0.03,347.99,2.40
"Rhubarb, cooked or canned, in light syrup",cup,1.06,0.22,56.30,48.48,3.60,0.06,376.78,4.80
"Rhubarb, cooked or canned, drained solids",cup,0.94,0.12,74.88,68.88,4.80,0.03,331.19,2.40
"Rhubarb, frozen, with sugar",cup,0.94,0.12,74.88,68.88,4.80,0.03,347.99,2.40
"Tamarind, raw",tamarind,0.06,0.01,1.25,1.15,0.10,0.01,1.48,0.56
"Watermelon, raw","cup, balls",0.94,0.23,11.63,9.55,0.62,0.02,10.78,1.54
"Watermelon, raw","whole round slice (1"" thick)",3.48,0.86,43.03,35.34,2.28,0.09,39.90,5.70
"Watermelon, raw",medium wedge,1.74,0.43,21.59,17.73,1.14,0.05,20.02,2.86
"Blackberries, raw",cup,2.00,0.71,13.84,7.03,7.63,0.02,41.76,1.44
"Blackberries, cooked or canned, in heavy syrup",cup,3.35,0.36,59.14,50.43,8.70,0.01,53.76,7.68
"Blackberries, frozen",cup,1.78,0.65,23.66,16.11,7.55,0.02,43.79,1.51
"Blueberries, raw",cup,1.10,0.49,21.45,14.74,3.55,0.04,8.88,1.48
"Blueberries, cooked or canned, unsweetened",cup,1.22,0.54,23.69,16.27,3.90,0.05,12.20,4.88
"Blueberries, cooked or canned, in light syrup",cup,2.66,1.02,58.01,44.67,6.66,0.07,15.36,7.68
"Blueberries, cooked or canned, in heavy syrup",cup,1.66,0.84,56.47,52.38,4.10,0.07,12.80,7.68
"Blueberries, frozen, sweetened",cup,0.92,0.30,50.48,45.35,5.06,0.03,13.80,2.30
"Blueberries, frozen, unsweetened",cup,0.65,0.99,18.86,13.10,4.19,0.08,12.40,1.55
Blueberry pie filling,cup,1.07,0.52,116.28,98.91,6.81,0.00,70.74,31.44
"Boysenberries, raw",cup,2.00,0.71,13.84,7.03,7.63,0.02,41.76,1.44
"Boysenberries, frozen",cup,1.45,0.34,16.09,9.09,7.00,0.01,35.64,1.32
"Cranberries, raw","cup, whole",0.39,0.13,12.20,4.04,4.60,0.01,8.00,2.00
"Cranberries, cooked or canned","cup, sauce",0.55,0.42,107.75,104.98,2.77,0.04,11.08,80.33
"Cranberries, cooked or canned",tablespoon,0.03,0.03,6.73,6.56,0.17,0.00,0.69,5.02
"Cranberries, cooked or canned","slice (1/2"" thick)",0.11,0.09,22.17,21.60,0.57,0.01,2.28,16.53
"Dewberries, raw",cup,2.00,0.71,13.84,7.03,7.63,0.02,41.76,1.44
"Huckleberry, raw",cup,1.07,0.48,21.01,14.44,3.48,0.04,8.70,1.45
"Loganberries, raw",cup,2.19,0.45,18.75,11.09,7.63,0.02,37.44,1.44
"Loganberries, frozen",cup,2.23,0.46,19.14,11.32,7.79,0.02,38.22,1.47
"Mulberries, raw",cup,2.02,0.55,13.72,11.34,2.38,0.04,54.60,14.00
"Raspberries, black, raw",cup,1.61,0.87,16.00,5.92,8.71,0.03,33.50,1.34
"Raspberries, red, raw",cup,1.48,0.80,14.69,5.44,8.00,0.02,30.75,1.23
"Raspberries, cooked or canned, unsweetened",cup,1.94,1.07,19.44,7.19,10.69,0.03,41.31,4.86
"Raspberries, cooked or canned, in heavy syrup",cup,2.12,0.31,59.80,51.35,8.45,0.01,28.16,7.68
"Raspberries, frozen, unsweetened",cup,3.00,1.63,29.85,11.05,16.25,0.05,60.00,2.50
"Raspberries, frozen, unsweetened","cup, frozen",1.68,0.91,16.71,6.19,9.10,0.03,33.60,1.40
"Raspberries, frozen, with sugar",cup,1.75,0.40,65.40,54.40,11.00,0.01,37.50,2.50
"Strawberries, raw","cup, whole",0.96,0.43,11.06,7.04,2.88,0.02,23.04,1.44
"Strawberries, raw","medium (1-1/4"" across)",0.08,0.04,0.92,0.59,0.24,0.00,1.92,0.12
"Strawberries, raw, with sugar","cup, whole",0.97,0.43,18.70,14.65,2.89,0.02,22.80,1.52
"Strawberries, raw, with sugar","medium (1-1/4"" across)",0.08,0.03,1.48,1.16,0.23,0.00,1.80,0.12
"Strawberries, cooked or canned, unsweetened",cup,1.09,0.48,12.46,7.94,3.15,0.02,29.04,4.84
"Strawberries, cooked or canned, in syrup",cup,1.42,0.66,59.77,55.45,4.32,0.04,33.02,10.16
"Strawberries, frozen, unsweetened",cup,0.95,0.24,20.18,10.08,4.64,0.01,35.36,4.42
"Strawberries, frozen, with sugar",cup,1.33,0.36,59.82,54.34,4.84,0.02,28.05,5.10
"Strawberries, frozen, with sugar",berry,0.06,0.01,2.49,2.26,0.20,0.00,1.17,0.21
"Youngberries, raw",cup,2.00,0.71,13.84,7.03,7.63,0.02,41.76,1.44
Ambrosia (mixed fruit salad with coconut),cup,1.74,1.85,31.19,22.43,4.44,1.44,46.32,1.93
"Cranberry-orange relish, uncooked",tablespoon,0.07,0.02,7.64,6.89,0.48,0.00,2.75,0.17
Cranberry-raspberry Sauce,tablespoon,0.06,0.04,7.16,6.78,0.33,0.00,1.23,3.15
"Fruit salad, fresh, (no citrus fruits), no dressing",cup,1.23,0.46,23.68,16.78,2.98,0.10,17.50,5.25
"Fruit salad, fresh, (with citrus fruits), no dressing",cup,1.31,0.40,23.03,16.69,3.32,0.08,28.00,3.50
"Fruit cocktail or mix, frozen",cup,2.11,0.64,25.78,19.74,5.37,0.08,25.80,0.00
"Fruit cocktail, cooked or canned, unsweetened",cup,1.03,0.12,20.85,18.40,2.45,0.01,12.25,9.80
"Fruit cocktail, cooked or canned, in heavy syrup",cup,0.97,0.17,46.90,44.42,2.48,0.02,14.88,14.88
"Fruit cocktail, cooked or canned, in light syrup",cup,0.97,0.17,36.13,33.71,2.42,0.02,14.52,14.52
"Tropical fruit cocktail, cooked or canned, in light syrup",cup,0.90,0.41,30.96,27.20,2.68,0.10,39.04,9.76
"Fruit cocktail, cooked or canned, drained solids",cup,1.01,0.21,40.23,36.68,3.64,0.03,14.98,12.84
"Fruit cocktail, cooked or canned, juice pack",cup,1.09,0.02,28.11,25.74,2.37,0.00,18.96,9.48
"Fruit salad, Puerto Rican style (bananas, papayas, oranges, etc.)",cup,1.73,0.52,36.38,26.77,3.71,0.12,39.52,9.88
Waldorf salad,cup,2.03,19.07,16.65,12.22,2.88,2.61,21.92,117.82
"Apple salad, with light mayonnaise-type dressing (miracle whip light)",cup,2.01,10.09,18.70,10.68,3.10,1.19,25.27,146.44
"Apple salad, with sour cream dressing",cup,2.23,10.21,14.76,10.53,3.10,2.77,43.18,31.57
"Apple salad, with low calorie mayonnaise dressing",cup,1.89,10.30,17.26,10.96,3.07,1.28,22.40,116.00
"Apple salad, with creamy dressing (ranch)",cup,1.89,16.48,15.06,10.70,3.10,2.10,25.20,241.48
"Apple salad, with fat free sour cream dressing",cup,2.45,6.43,17.20,9.81,3.06,0.62,47.87,45.22
"Apple and cabbage salad, with mayonnaise dressing",cup,1.11,17.13,15.62,10.84,3.38,2.58,28.98,132.02
"Apple and cabbage salad, with vinegar and sugar dressing",cup,0.90,0.19,17.58,13.31,3.33,0.04,27.36,281.85
Apple and fruit salad with cream dressing,cup,1.32,1.50,25.34,18.08,3.57,0.77,20.68,3.76
"Apple, candied",medium apple,2.34,3.72,52.61,42.84,3.31,1.10,68.08,106.72
"Strawberries, chocolate covered ",strawberry,0.15,2.97,2.09,1.58,0.34,0.54,3.23,0.76
"Strawberries, chocolate covered ",pineapple chunk,0.08,1.56,1.10,0.83,0.18,0.28,1.70,0.40
"Banana, chocolate-covered with nuts",banana,6.86,18.67,42.39,27.40,5.65,7.20,21.75,5.80
Banana whip,cup,6.41,0.39,39.34,29.90,2.21,0.10,7.80,240.50
Prune whip,cup,6.06,0.25,43.89,40.76,2.73,0.01,19.50,228.80
"Banana, dwarf, fried Puerto Rican style","banana (4"" x 1-1/2"" x 1-1/2"")",0.36,3.07,7.55,4.04,0.86,0.42,1.44,0.36
"Banana, dwarf, fried with cheese Puerto Rican style","banana (4"" x 1-1/2"" x 1-1/2"")",1.42,4.95,9.59,5.16,1.08,1.21,30.00,31.60
"Fruit salad, with mayonnaise dressing",cup,3.55,38.20,24.95,16.52,3.57,5.39,30.08,238.75
"Fruit salad, with mayonnaise-type salad dressing (miracle whip)",cup,1.32,4.19,30.70,19.62,3.42,1.54,15.44,58.26
"Fruit salad, with fat free mayonnaise-type dressing (miracle whip free)",cup,1.27,1.76,30.03,19.93,3.57,1.20,14.81,64.36
"Fruit salad, with cream",cup,3.84,18.93,26.94,17.98,3.82,6.05,43.68,10.92
"Fruit salad, with yogurt",cup,1.69,1.60,29.46,20.37,3.20,1.18,31.57,8.77
"Fruit salad, with sour cream",cup,1.44,4.04,27.39,18.38,3.20,2.59,27.89,12.31
"Fruit salad, (no citrus fruits), with whipped cream",cup,1.34,4.77,30.04,20.95,3.20,3.94,14.23,5.09
"Fruit salad, with marshmallows",cup,3.23,32.73,29.51,19.92,3.08,4.62,25.65,212.04
"Fruit salad (no citrus fruits), with pudding",cup,3.59,11.16,32.43,22.24,3.28,1.37,45.50,60.06
Fruit dessert with cream and/or pudding and nuts,cup,2.71,17.78,51.55,46.44,1.42,10.13,28.48,263.44
Lime souffle,cup,10.58,17.36,47.95,44.90,1.56,3.18,55.20,104.40
Chutney,tablespoon,0.23,0.05,6.28,5.54,0.36,0.01,6.46,40.46
"Cranberry salad, congealed",cup,4.78,9.13,52.19,44.20,5.06,0.86,37.95,27.83
Pear salad with dressing,"portion (lettuce, 1/2 pear, dressing)",0.53,11.47,14.91,9.32,2.91,1.70,10.08,82.88
"Pineapple salad, with mayonnaise dressing","portion (lettuce, 1 cup diced pineapple, dressing)",1.07,10.51,21.90,16.45,2.39,1.63,23.92,90.16
"Pineapple salad, with cream cheese","portion (lettuce, 1 slice of pineapple, cream cheese)",1.10,5.25,10.08,8.38,0.40,2.93,22.44,49.50
"Soup, sour cherry",cup,2.37,6.58,34.85,30.83,1.21,3.40,45.98,26.62
"Soup, fruit (strawberry, watermelon, etc.)",cup,1.28,0.19,45.47,35.74,2.42,0.02,26.62,9.68
"Fruit juice bar, frozen, all flavors (except orange)",Dole Fruit 'N Juice Bar (2.5 fl oz),0.89,0.07,14.95,12.94,0.74,0.00,3.70,2.96
"Fruit juice bar, frozen, all flavors (except orange)",Frozfruit Bar (4 fl oz),1.28,0.11,21.61,18.70,1.07,0.00,5.35,4.28
"Fruit juice bar, frozen, all flavors (except orange)",bar (2.5 fl oz),0.89,0.07,14.95,12.94,0.74,0.00,3.70,2.96
"Fruit juice bar, frozen, all flavors (except orange)",Popsicle Juice Jets bar (1.6 fl oz),0.59,0.05,9.90,8.57,0.49,0.00,2.45,1.96
"Fruit juice bar, frozen, all flavors (except orange)",Chunks O' Fruti bar (3 fl oz),1.00,0.08,16.77,14.51,0.83,0.00,4.15,3.32
"Fruit juice bar, frozen, all flavors (except orange)",Minute Maid Fruit Juicee bar (2-1/4 fl oz),0.85,0.07,14.34,12.41,0.71,0.00,3.55,2.84
"Fruit juice bar, frozen, all flavors (except orange)",Welch's Fruit Juice bar (3 fl oz),1.07,0.09,17.98,15.56,0.89,0.00,4.45,3.56
"Fruit juice bar, frozen, with low calorie sweetener",bar (1.75 fl oz),0.00,0.00,3.20,0.82,0.00,0.00,0.00,5.40
"Fruit juice bar, frozen, with low calorie sweetener",Dole Fruit Juice Bar (1.75 fl oz),0.00,0.00,3.20,0.82,0.00,0.00,0.00,5.40
"Sorbet, fruit, noncitrus flavor (strawberry, raspberry)",cup,2.40,0.20,40.40,34.96,2.00,0.00,10.00,8.00
"Sorbet, fruit, citrus flavor (orange, lemon)",cup,1.00,0.00,46.34,39.98,0.20,0.00,18.00,16.00
"Fruit juice bar with cream, frozen",Dole Fruit and Cream Bar (2.5 fl oz),0.92,0.92,15.67,13.40,0.07,0.46,91.65,27.30
"Fruit juice bar with cream, frozen",FrozFruit Cream Bar (4 fl oz),1.51,1.51,25.80,22.05,0.11,0.75,150.87,44.94
"Fruit juice blend, 100% juice",cup,0.40,0.30,31.15,27.30,0.50,0.06,27.50,17.50
"Fruit juice blend, 100% juice",juice box or pouch (6.75 fl oz),0.34,0.25,26.29,23.04,0.42,0.05,23.21,14.77
"Fruit juice blend, with cranberry, 100% juice",cup,0.40,0.30,31.15,27.30,0.50,0.06,27.50,17.50
Apple cider,cup,0.25,0.32,28.02,23.86,0.50,0.05,19.84,9.92
Apple juice,cup,0.25,0.32,28.02,23.86,0.50,0.05,19.84,9.92
Blackberry juice,cup,0.75,1.50,19.50,19.25,0.25,0.05,30.00,2.50
"Cranberry juice, 100%, not a blend",cup,0.99,0.33,30.86,30.61,0.25,0.03,20.24,5.06
Grape juice,cup,0.94,0.33,37.37,35.92,0.51,0.06,27.83,12.65
Grape juice,juice box or pouch (6.75 fl oz),0.78,0.27,31.16,29.96,0.42,0.05,23.21,10.55
Papaya juice,cup,0.42,0.37,35.84,34.36,1.48,0.12,24.70,12.35
Passion fruit juice,cup,1.31,0.30,34.63,34.14,0.49,0.02,9.88,14.82
Pineapple juice,cup,0.90,0.30,32.17,24.95,0.50,0.02,32.50,5.00
Pomegranate juice,cup,0.38,0.73,32.83,31.63,0.25,0.19,27.50,22.50
Prune juice,cup,1.56,0.08,44.67,42.11,2.56,0.01,30.72,10.24
Strawberry juice,cup,0.71,1.42,18.49,18.25,0.24,0.04,28.44,2.37
Watermelon juice,cup,1.45,0.36,17.97,14.76,0.95,0.04,16.66,2.38
"Fruit smoothie, fruit or fruit juice only (no dairy products)",cup,0.92,0.32,33.18,26.44,2.10,0.07,16.80,6.30
"Fruit smoothie, fruit or fruit juice only (no dairy products)",commercial smoothie (20 fl oz),2.31,0.79,83.11,66.22,5.26,0.17,42.08,15.78
Apricot nectar,cup,0.93,0.23,36.12,34.61,1.51,0.02,17.57,7.53
Banana nectar,cup,0.95,0.30,44.97,35.65,2.25,0.10,10.00,5.00
Cantaloupe nectar,cup,0.83,0.20,39.20,38.85,1.00,0.05,12.50,20.00
Guava nectar,cup,0.93,0.35,38.90,36.88,2.00,0.10,12.50,7.50
Mango nectar,cup,0.28,0.15,32.80,31.12,0.75,0.04,42.50,12.50
Peach nectar,cup,0.67,0.05,34.66,33.17,1.49,0.00,12.45,17.43
Papaya nectar,cup,0.43,0.38,36.28,34.78,1.50,0.12,25.00,12.50
Passion fruit nectar,cup,0.40,0.05,43.60,43.35,0.25,0.01,7.50,10.00
Pear nectar,cup,0.28,0.03,39.40,37.90,1.50,0.00,12.50,10.00
Soursop nectar,cup,0.28,0.43,37.33,32.68,0.25,0.07,17.50,20.00
"Vinegar, distilled",tablespoon,0.00,0.00,0.14,0.06,0.00,0.00,1.04,0.75
"Potato, raw","cup, diced",3.03,0.14,26.20,1.17,3.30,0.04,18.00,9.00
"Potato, raw","medium (2-1/4"" to 3"" across)",4.30,0.19,37.21,1.66,4.69,0.06,25.56,12.78
"Potato, dry, powdered, not reconstituted","cup, flakes, dry",3.75,0.18,36.53,1.51,2.97,0.08,12.15,46.80
"Potato, dry, powdered, not reconstituted","cup, granules, dry",16.68,0.82,162.34,6.72,13.20,0.34,54.00,208.00
"Potato, baked, peel not eaten","medium (2-1/4"" to 3"" across)",2.55,0.13,28.02,2.21,1.97,0.03,6.55,375.97
"Potato, baked,  peel eaten","medium (2-1/4"" to 3"" across)",4.29,0.22,36.33,2.02,3.81,0.06,25.95,479.21
"Potato skins, baked, no fat added","skin from medium potato (2-1/4"" to 3"" across)",1.37,0.04,14.79,0.63,2.14,0.01,9.24,158.34
"Potato, boiled, no fat added","medium (2-1/4"" to 3"" across)",2.84,0.17,33.21,1.40,3.01,0.04,13.36,404.12
"Potato, boiled (with salt and margarine)","medium (2-1/4"" to 3"" across)",2.85,3.72,33.23,1.41,2.92,1.64,15.48,436.88
"Potato, roasted, no fat added","medium (2-1/4"" to 3"" across)",3.26,0.14,28.19,1.26,3.54,0.04,19.65,141.48
"Potato, roasted (with salt and vegetable oil) ","medium (2-1/4"" to 3"" across)",3.14,9.48,27.20,1.21,3.40,1.26,19.04,327.76
"Potato, stewed Puerto Rican style",medium,3.42,5.93,30.59,1.96,3.10,1.25,19.56,488.97
"Potato chips, reduced fat",ounce (about 17 chips),2.02,5.91,19.00,0.06,1.68,1.18,5.96,139.73
"Potato chips, fat-free",ounce (about 30 chips),2.74,0.17,23.79,1.05,2.13,0.04,9.94,182.61
"Potato chips, fat-free, made with Olean (Ruffle's Light)",single serving bag (0.75 oz),1.63,0.15,13.65,0.00,1.43,0.05,7.35,116.34
"Potato chips, fat-free, made with Olean (Ruffle's Light)","chip, rippled, ruffled or crinkle cut",0.15,0.01,1.24,0.00,0.13,0.00,0.67,10.53
"Potato chips, restructured (Pringles)",1-inch stack (approx 14 chips),1.25,10.75,14.57,0.32,0.87,2.66,7.56,148.12
"Potato chips, restructured (Pringles)",Krunch Twist,0.04,0.38,0.52,0.01,0.03,0.09,0.27,5.29
"Potato chips, restructured (Pringles)",ounce (about 14 chips),1.26,10.91,14.77,0.32,0.88,2.70,7.67,150.24
"Potato chips, restructured, reduced-fat and reduced-sodium (Pringles)",1-inch stack (approx 14 chips),1.28,7.32,18.13,0.18,0.90,1.89,8.12,126.00
"Potato chips, restructured, reduced-fat and reduced-sodium (Pringles)",ounce (about 14 chips),1.29,7.42,18.39,0.18,0.91,1.92,8.24,127.80
"Potato chips, restructured, fat free, made with Olean (Pringles)",1-inch stack (approx 14 chips),1.26,0.23,14.00,0.15,1.82,0.09,5.00,107.25
"Potato chips, restructured, fat free, made with Olean (Pringles)",ounce (about 16 chips),1.44,0.26,15.90,0.17,2.07,0.10,5.68,121.84
"Potato chips, restructured, baked (Baked Lay's)",single serving bag (1.1 oz),1.60,5.82,22.85,1.60,1.54,0.84,40.00,177.28
"Potato chips, unsalted",single serving bag (1 oz),1.96,9.69,14.81,0.06,1.34,3.07,6.72,2.24
"Potato chips, unsalted, reduced fat",ounce (about 20 chips),2.02,5.91,19.26,0.06,1.73,1.18,5.96,2.27
Potato sticks,single serving bag (1 oz),1.88,9.63,14.92,0.06,0.95,2.49,5.04,177.24
Potato skin chips,1-inch stack,1.25,10.75,14.57,0.32,0.87,2.66,7.56,148.12
Potato skin chips,ounce (about 14 chips),1.26,10.91,14.77,0.32,0.88,2.70,7.67,150.24
Vegetable chips,single serving bag (1 oz),1.49,6.52,16.92,1.13,1.32,0.49,14.56,99.96
"Potato, cooked, with cheese sauce (au gratin)",cup,10.76,12.66,37.40,4.61,4.15,7.01,234.23,785.65
"Potato, cooked, with cheese sauce (au gratin), no fat added",cup,11.00,7.86,38.38,4.73,4.15,4.88,236.67,758.81
"Potato, cooked, with ham and cheese sauce (au gratin)",cup,14.57,12.20,32.73,4.04,3.48,6.51,206.47,960.44
"Potato, scalloped, with margarine",cup,6.24,6.01,35.25,5.22,3.62,1.76,113.00,675.71
"Potato, scalloped, no fat added",cup,6.37,1.69,35.98,5.33,3.84,0.96,115.25,650.85
"Potato, scalloped, with ham, with margarine",cup,11.99,6.96,32.71,4.85,3.48,2.09,106.72,955.80
"Potato, scalloped, with ham, no fat added",cup,12.23,2.97,33.31,4.94,3.48,1.36,109.04,937.24
"French fries, fresh, deep fried",portion (made from 1 medium potato),2.70,10.84,23.34,1.05,2.95,1.44,16.08,163.48
"French fries, fresh, deep fried",portion (10 strips),2.02,8.09,17.42,0.78,2.20,1.07,12.00,122.00
"French fries, fresh, deep fried",portion (10 wedges),3.55,14.24,30.66,1.37,3.87,1.89,21.12,214.72
"French fries, frozen, oven baked","cup, curly fries (10 fries)",2.15,4.23,22.47,0.23,2.27,0.83,9.72,314.28
"French fries, frozen, oven baked",portion (10 crinkle cuts),1.41,2.77,14.70,0.15,1.48,0.55,6.36,205.64
"French fries, frozen, oven baked",portion (10 shoestrings),0.51,0.99,5.27,0.05,0.53,0.20,2.28,73.72
"French fries, frozen, oven baked",portion (10 steak cut/dinner fries),2.34,4.59,24.41,0.25,2.46,0.91,10.56,341.44
"French fries, frozen, oven baked",portion (10 straight cuts),1.12,2.19,11.65,0.12,1.18,0.43,5.04,162.96
"French fries, frozen, oven baked",portion (10 wedges),2.34,4.59,24.41,0.25,2.46,0.91,10.56,341.44
"French fries, frozen, oven baked","portion (10 spirals, twists, curly fries)",2.15,4.23,22.47,0.23,2.27,0.83,9.72,314.28
"French fries, frozen, deep fried (fast food fries)","cup, curly fries (10 fries)",2.78,11.93,33.57,0.24,3.08,1.89,14.58,170.10
"French fries, frozen, deep fried (fast food fries)",supersize fast food order,6.69,28.72,80.81,0.59,7.41,4.56,35.10,409.50
"French fries, frozen, deep fried (fast food fries)",portion (10 crinkle cuts),1.82,7.81,21.96,0.16,2.01,1.24,9.54,111.30
"French fries, frozen, deep fried (fast food fries)",portion (10 shoestrings),0.65,2.80,7.87,0.06,0.72,0.44,3.42,39.90
"French fries, frozen, deep fried (fast food fries)",portion (10 steak cut/ wedges),3.02,12.96,36.47,0.26,3.34,2.06,15.84,184.80
"French fries, frozen, deep fried (fast food fries)",portion (10 straight cuts),1.44,6.19,17.40,0.13,1.60,0.98,7.56,88.20
"French fries, frozen, deep fried (fast food fries)","portion (10 spirals, twists, curly fries)",2.78,11.93,33.57,0.24,3.08,1.89,14.58,170.10
"French fries, frozen, deep fried (fast food fries)",medium fast food order,4.18,17.97,50.56,0.37,4.64,2.85,21.96,256.20
"French fries, frozen, deep fried (fast food fries)",portion (10 waffle fries),2.81,12.08,33.98,0.25,3.12,1.92,14.76,172.20
"French fries, breaded or battered",portion (10 curls),3.09,10.39,16.50,2.26,0.85,1.89,52.47,216.77
"French fries, breaded or battered",portion (10 strips),2.92,9.80,15.57,2.13,0.80,1.79,49.50,204.50
"French fries, breaded or battered",Jack-in-the-Box order,7.29,24.50,38.93,5.32,2.00,4.47,123.75,511.25
"French fries, breaded or battered",medium fast food order,7.87,26.46,42.04,5.75,2.16,4.82,133.65,552.15
"French fries, breaded or battered",Arby's small order,5.77,19.40,30.83,4.22,1.58,3.54,98.01,404.91
"French fries, breaded or battered",Arby's medium order,7.46,25.09,39.86,5.45,2.05,4.57,126.72,523.52
"French fries, breaded or battered",Popeyes order,5.13,17.25,27.40,3.75,1.41,3.14,87.12,359.92
"French fries, breaded or battered",KFC Potato Wedges,5.95,19.99,31.76,4.35,1.63,3.64,100.98,417.18
"Home fries, with vegetable oil ",portion (made from 1 medium potato),1.54,6.75,16.30,1.08,1.54,0.90,6.30,217.00
"Home fries, no fat added",portion (made from 1 medium potato),1.66,0.09,17.55,1.16,1.68,0.03,7.00,233.10
"Hash browns, fresh potatoes",portion (made from 1 medium potato),3.46,14.43,40.48,1.72,3.71,2.17,16.24,669.26
"Hash browns, frozen potatoes","oval patty (approx 4-1/2"" x 2-1/4"" x 1/2"")",1.72,14.29,21.25,0.16,1.78,3.27,10.56,341.88
"Hash browns, frozen potatoes","rectangular patty (approx 5-1/2"" x 3-3/4"" x 1/2"")",4.18,34.64,51.52,0.38,4.32,7.92,25.60,828.80
"Hash browns, frozen potatoes",Burger King order,1.85,15.37,22.86,0.17,1.92,3.51,11.36,367.78
"Hash browns, frozen potatoes",McDonald's order,1.38,11.47,17.07,0.13,1.43,2.62,8.48,274.54
"Hash browns, frozen potatoes",Hardee's order,2.06,17.10,25.44,0.19,2.13,3.91,12.64,409.22
"Hash browns, frozen potatoes",ounce(s) frozen potatoes,0.52,4.33,6.44,0.05,0.54,0.99,3.20,103.60
"Hash browns, dry mix, cooked","cup, prepared",4.10,17.97,44.21,0.42,4.99,1.45,26.52,393.12
"Hash browns, with cheese",patty,2.70,7.46,16.00,0.70,1.43,1.99,45.39,287.13
